,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Managed By_Ethiopia Field Office,Managed By_Haiti Field Office,Managed By_PMO - US,Managed By_South Africa Field Office,Fulfill Via_Direct Drop,Fulfill Via_From RDC,Vendor INCO Term_CIF,Vendor INCO Term_CIP,Vendor INCO Term_DAP,Vendor INCO Term_DDP,Vendor INCO Term_DDU,Vendor INCO Term_EXW,Vendor INCO Term_FCA,Vendor INCO Term_N/A - From RDC,Shipment Mode_Air,Shipment Mode_Air Charter,Shipment Mode_Ocean,Shipment Mode_Truck,Product Group_ACT,Product Group_ANTM,Product Group_ARV,Product Group_HRDT,Product Group_MRDT,Sub Classification_ACT,Sub Classification_Adult,Sub Classification_HIV test,Sub Classification_HIV test - Ancillary,Sub Classification_Malaria,Sub Classification_Pediatric,First Line Designation_No,First Line Designation_Yes
5589,60,14322,85072.68,5.94,0.1,3991.0,34670.93,100.13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5590,20,385,12320.0,32.0,1.6,129.0,2039.73,20.33,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5591,300,23,1398.86,60.82,0.2,53.0,926.13,1.44,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5592,100,655,65500.0,100.0,1.0,2.0,5110.28,81.02,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5593,100,20,7000.0,350.0,3.5,48.0,1681.44,13.72,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5594,20,73,2336.0,32.0,1.6,509.0,8021.11,2.4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5595,240,40040,82482.4,2.06,0.01,,,136.1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5596,1,164,147.6,0.9,0.9,28.0,483.68,0.24,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5597,60,11623,81361.0,7.0,0.12,1089.0,2006.63,100.64,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5598,20,670,21440.0,32.0,1.6,234.0,3163.87,42.02,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5599,100,1800,144000.0,80.0,0.8,885.0,17806.34,237.6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5600,100,7500,582750.0,77.7,0.78,1703.0,25501.1,961.54,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5601,1,7527,184411.5,24.5,24.5,5020.0,78813.53,189.58,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5602,20,15,480.0,32.0,1.6,5.0,572.55,0.59,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5603,30,240,4401.6,18.34,0.61,12.0,450.0,7.26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5604,100,2520,224280.0,89.0,0.89,1201.0,28669.23,370.06,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5605,30,8000,28400.0,3.55,0.12,953.0,1593.67,29.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5606,60,32190,261704.7,8.13,0.14,4093.0,34441.93,323.73,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5607,60,783,7639.77,9.76,0.16,,,9.45,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5608,20,167,5344.0,32.0,1.6,60.0,911.32,7.49,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5609,100,1750,140000.0,80.0,0.8,842.0,14829.77,301.84,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5610,300,2,46.9,23.45,0.08,,,0.06,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
5611,60,53239,431235.9,8.1,0.13,7696.0,33442.63,533.44,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5612,30,240,4800.0,20.0,0.67,19.0,971.7,5.94,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5613,30,96224,413763.2,4.3,0.14,7556.0,9582.53,682.71,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5614,60,35,2301.31,65.75,1.1,,,2.37,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5615,30,750,15000.0,20.0,0.67,236.0,1131.48,32.34,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5616,60,300,6676.17,22.25,0.37,,,14.39,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5617,300,1500,46230.0,30.82,0.1,1374.0,9299.26,64.81,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5618,20,6900,220800.0,32.0,1.6,2262.0,27038.58,273.13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5619,60,45,281.2,6.25,0.1,,,0.35,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5620,100,3067,272963.0,89.0,0.89,1228.0,13325.65,337.66,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5621,30,345,9522.0,27.6,0.92,37.0,946.77,9.79,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5622,240,171,4623.54,27.04,0.11,,,5.72,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5623,25,3700,75850.0,20.5,0.82,1281.0,13222.33,77.97,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5624,30,326,7582.76,23.26,0.78,34.0,404.78,10.63,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5625,240,10000,92800.0,9.28,0.04,3853.0,4228.61,153.12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5626,30,43,822.19,19.12,0.64,,,0.85,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5627,30,70,315.7,4.51,0.15,6.0,9951.38,0.52,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5628,100,3015,0.0,0.0,0.0,1249.0,20906.77,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5629,200,192,2417.28,12.59,0.06,,,5.21,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5630,120,9007,325693.12,36.16,0.3,2020.0,9169.63,702.19,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5631,30,2856,21420.0,7.5,0.25,3002.0,6808.99,46.18,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5632,3,10,250.0,25.0,8.33,6.0,402.42,0.49,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5633,1,81,405.0,5.0,5.0,16.0,467.26,0.57,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5634,60,28800,74880.0,2.6,0.04,3396.0,16416.58,161.44,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5635,300,60,2433.47,40.56,0.14,,,5.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5636,20,44,1276.0,29.0,1.45,15.0,529.4,1.79,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5637,300,4,88.27,22.07,0.07,,,0.09,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
5638,20,750,24000.0,32.0,1.6,265.0,2906.31,47.04,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5639,60,20000,221800.0,11.09,0.18,2069.0,9716.76,228.01,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5640,20,19,551.0,29.0,1.45,5.0,296.52,0.77,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5641,30,2906,54302.12,18.69,0.62,,,67.17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5642,120,28000,862960.0,30.82,0.26,7025.0,46002.44,1423.88,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5643,30,100440,481107.6,4.79,0.16,12945.0,48653.36,674.51,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5644,30,5500,77550.0,14.1,0.47,647.0,4877.34,108.73,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5645,240,50000,103000.0,2.06,0.01,18417.0,11534.48,169.95,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5646,336,160,6137.6,38.36,0.11,325.0,2278.11,12.03,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5647,30,12984,42068.16,3.24,0.11,2832.0,7474.2,52.04,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5648,60,55710,130361.4,2.34,0.04,3204.0,19625.64,182.77,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5649,60,206,6746.05,32.75,0.55,,,8.34,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5650,60,19,515.11,27.11,0.45,,,0.64,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5651,20,1448,41992.0,29.0,1.45,482.0,3060.82,69.29,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5652,30,132,2983.26,22.6,0.75,,,3.69,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5653,100,1432,164680.0,115.0,1.15,,,271.72,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5654,60,9377,50542.03,5.39,0.09,692.0,8494.45,83.39,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5655,300,100,6082.0,60.82,0.2,164.0,742.1,8.53,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5656,300,316,9739.12,30.82,0.1,415.0,4399.65,10.01,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5657,240,19060,60039.0,3.15,0.01,7353.0,4876.34,129.44,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5658,120,5000,304000.0,60.8,0.51,,,357.81,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5659,240,2244,20824.32,9.28,0.04,870.0,3755.91,34.36,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5660,60,25932,140810.76,5.43,0.09,1548.0,11663.16,144.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5661,30,45632,210819.84,4.62,0.15,4486.0,20394.49,216.72,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5662,60,48446,135164.34,2.79,0.05,,,291.41,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5663,60,3,197.26,65.75,1.1,,,0.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5664,30,12084,84588.0,7.0,0.23,749.0,7488.39,182.37,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5665,30,1000,18000.0,18.0,0.6,133.0,1604.56,18.5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5666,120,102,9180.0,90.0,0.75,15.0,845.1,17.99,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5667,90,5,46.16,9.23,0.1,,,0.1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5668,100,3236,258880.0,80.0,0.8,1543.0,37173.01,427.15,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5669,20,750,24000.0,32.0,1.6,242.0,1899.22,24.67,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5670,240,8,192.37,24.05,0.1,,,0.24,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5671,30,17760,168720.0,9.5,0.32,,,198.58,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5672,120,100,6660.0,66.6,0.55,14.0,527.0,9.34,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5673,30,2065,4625.6,2.24,0.07,546.0,1340.23,6.49,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5674,30,32673,375412.77,11.49,0.38,3425.0,11077.85,464.39,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5675,20,424,13568.0,32.0,1.6,145.0,2572.68,29.25,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5676,200,400,2864.03,7.16,0.04,,,6.17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5677,240,145,1173.68,8.09,0.03,,,1.45,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
5678,20,240,7680.0,32.0,1.6,82.0,1504.59,10.77,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5679,60,20,428.71,21.44,0.36,,,0.44,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5680,100,840,67200.0,80.0,0.8,405.0,7765.61,94.21,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5681,60,37012,300907.56,8.13,0.14,4699.0,17907.7,372.22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5682,20,2334,74688.0,32.0,1.6,807.0,6558.08,161.03,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5683,60,116000,327120.0,2.82,0.05,7193.0,8559.24,705.27,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5684,30,961,1201.25,1.25,0.04,53.0,1203.4,1.49,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5685,100,1993,143496.0,72.0,0.72,967.0,14582.14,309.38,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5686,120,161,16125.1,100.16,0.83,30.0,1072.35,34.77,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5687,30,384,7680.0,20.0,0.67,30.0,1119.09,9.5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5688,30,3200,64000.0,20.0,0.67,430.0,3587.34,65.79,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5689,120,8225,676095.0,82.2,0.68,2018.0,10263.55,1457.66,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5690,60,329,1159.91,3.53,0.06,,,1.37,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5691,90,400,3128.0,7.82,0.09,546.0,1340.23,4.39,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5692,60,100,2156.36,21.56,0.36,,,4.23,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5693,1,238,1190.0,5.0,5.0,331.0,7539.52,1.67,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5694,100,3056,271984.0,89.0,0.89,1248.0,13325.5,336.44,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5695,60,14428,20920.6,1.45,0.02,3998.0,12974.12,45.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5696,50,30,2982.0,99.4,1.99,17.0,660.77,3.07,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5697,240,19050,60007.5,3.15,0.01,7349.0,4876.34,129.38,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5698,100,3035,270115.0,89.0,0.89,1233.0,21084.84,334.13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5699,30,62369,268186.7,4.3,0.14,5009.0,17031.91,578.21,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5700,60,5200,24960.0,4.8,0.08,5359.0,18473.57,53.81,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5701,60,44168,328168.24,7.43,0.12,2373.0,1697.9,707.53,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5702,30,450,10467.0,23.26,0.78,56.0,520.19,10.76,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5703,100,3000,240000.0,80.0,0.8,1428.0,28142.92,336.48,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5704,120,178,6408.0,36.0,0.3,90.0,989.0,7.93,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5705,100,50,3600.0,72.0,0.72,32.0,1804.2,7.76,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5706,60,43262,101665.7,2.35,0.04,2035.0,8711.4,219.19,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5707,60,615,7933.5,12.9,0.22,1364.0,2348.57,11.12,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5708,100,237,21330.0,90.0,0.9,108.0,2058.84,45.99,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5709,20,794,25408.0,32.0,1.6,277.0,3174.13,49.8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5710,60,18180,98717.4,5.43,0.09,1007.0,11067.86,122.11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5711,60,64,960.0,15.0,0.25,2113.0,10784.69,1.58,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5712,30,100,758.0,7.58,0.25,9.0,734.66,0.78,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5713,30,116857,777099.05,6.65,0.22,10907.0,7905.94,1675.43,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5714,20,20,540.0,27.0,1.35,11.0,386.16,1.16,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5715,30,47136,217768.32,4.62,0.15,5151.0,29257.65,223.87,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5716,60,336,2520.0,7.5,0.12,2128.0,7784.92,5.43,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5717,30,2175,12158.25,5.59,0.19,252.0,2531.62,12.5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5718,100,9312,828768.0,89.0,0.89,3787.0,57017.68,1025.19,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5719,100,1891,151280.0,80.0,0.8,766.0,14125.63,155.52,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5720,84,329,3345.72,10.17,0.12,,,6.56,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5721,60,520,3640.0,7.0,0.12,104.0,2658.09,7.85,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5722,30,28080,89575.2,3.19,0.11,1772.0,11656.59,110.8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5723,100,81,6480.0,80.0,0.8,,,7.63,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5724,60,148,1457.49,9.85,0.16,,,1.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5725,120,10280,371724.8,36.16,0.3,2573.0,13562.35,613.35,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5726,20,500,16000.0,32.0,1.6,170.0,1691.15,34.5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5727,60,165374,1339529.4,8.1,0.13,37127.0,33981.11,1657.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5728,100,66,5280.0,80.0,0.8,30.0,1470.09,7.4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5729,336,44,1687.84,38.36,0.11,116.0,985.78,3.31,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5730,30,42240,195148.8,4.62,0.15,4589.0,27376.22,200.61,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5731,300,17,1033.94,60.82,0.2,50.0,828.23,1.06,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
