,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Managed By_Ethiopia Field Office,Managed By_Haiti Field Office,Managed By_PMO - US,Managed By_South Africa Field Office,Fulfill Via_Direct Drop,Fulfill Via_From RDC,Vendor INCO Term_CIF,Vendor INCO Term_CIP,Vendor INCO Term_DAP,Vendor INCO Term_DDP,Vendor INCO Term_DDU,Vendor INCO Term_EXW,Vendor INCO Term_FCA,Vendor INCO Term_N/A - From RDC,Shipment Mode_Air,Shipment Mode_Air Charter,Shipment Mode_Ocean,Shipment Mode_Truck,Product Group_ACT,Product Group_ANTM,Product Group_ARV,Product Group_HRDT,Product Group_MRDT,Sub Classification_ACT,Sub Classification_Adult,Sub Classification_HIV test,Sub Classification_HIV test - Ancillary,Sub Classification_Malaria,Sub Classification_Pediatric,First Line Designation_No,First Line Designation_Yes
7701,120,25024,733453.44,29.31,0.24,30606.0,9601.38,1028.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7702,30,1161,6431.94,5.54,0.18,2566.0,16532.5,9.02,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7703,60,50000,125500.0,2.51,0.04,14810.0,16532.5,175.95,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7704,30,39600,219384.0,5.54,0.18,8996.0,43098.9,307.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7705,60,29880,232466.4,7.78,0.13,2699.0,16152.0,325.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7706,60,79235,198879.85,2.51,0.04,14810.0,16532.5,278.83,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7707,60,7300,21535.0,2.95,0.05,375.0,2719.63,30.19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7708,60,58074,140539.08,2.42,0.04,4687.0,8832.53,231.89,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7709,60,7150,21092.5,2.95,0.05,7191.0,6014.22,34.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7710,240,33792,65894.4,1.95,0.01,12605.0,72991.45,92.38,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7711,120,25597,750248.07,29.31,0.24,9790.0,20786.04,1051.85,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7712,60,6369,43054.44,6.76,0.11,3637.0,25634.47,60.36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7713,30,369,1977.84,5.36,0.18,3637.0,25634.47,2.77,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7714,240,6172,12035.4,1.95,0.01,3637.0,25634.47,16.87,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7715,240,100,1250.0,12.5,0.05,37.0,588.71,1.75,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7716,30,60000,902400.0,15.04,0.5,6801.0,7317.47,1265.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7717,240,4000,8400.0,2.1,0.01,1596.0,16840.67,11.78,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7718,240,4320,8424.0,1.95,0.01,1624.0,15446.4,11.81,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7719,30,2832,13650.24,4.82,0.16,159.0,1984.83,19.14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7720,60,300,2316.0,7.72,0.13,39.0,742.98,3.25,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7721,30,152880,2198414.4,14.38,0.48,17227.0,7134.39,3082.18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7722,30,33373,121477.72,3.64,0.12,2870.0,14974.6,170.31,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7723,60,69990,540322.8,7.72,0.13,6408.0,,757.53,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7724,120,22920,611964.0,26.7,0.22,12181.0,7134.39,857.97,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7725,60,844,3629.2,4.3,0.07,466.0,1696.0,5.09,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7726,30,41514,222515.04,5.36,0.18,4052.0,15459.09,311.97,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7727,30,31560,418801.2,13.27,0.44,3856.0,15459.09,587.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7728,60,11837,153407.52,12.96,0.22,1319.0,15459.09,215.08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7729,60,19733,54463.08,2.76,0.05,1875.0,6933.75,76.36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7730,30,4938,17974.32,3.64,0.12,430.0,2154.0,25.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7731,60,1890,4573.8,2.42,0.04,4145.0,7433.02,6.41,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7732,30,19656,71547.84,3.64,0.12,1679.0,18028.41,88.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7733,60,135933,564121.95,4.15,0.07,10118.0,9251.8,790.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7734,60,187168,1444936.96,7.72,0.13,18234.0,51090.0,2025.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7735,60,90000,694800.0,7.72,0.13,10611.0,38492.46,974.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7736,60,204417,1966491.54,9.62,0.16,50634.0,51090.0,2757.02,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7737,60,1470,11348.4,7.72,0.13,2400.0,18337.82,15.91,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7738,60,9577,92130.74,9.62,0.16,6889.0,24138.35,129.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7739,30,252,897.12,3.56,0.12,5754.0,10075.8,1.26,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7740,240,480,6000.0,12.5,0.05,173.0,2322.47,7.42,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7741,120,159,3936.84,24.76,0.21,5897.0,40434.04,4.87,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7742,30,98791,1352448.79,13.69,0.46,12135.0,29780.5,1896.13,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7743,30,7395,29875.8,4.04,0.13,779.0,29780.5,41.89,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7744,60,39792,356934.24,8.97,0.15,4658.0,41595.5,441.53,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7745,30,24966,88878.96,3.56,0.12,5391.0,28382.05,109.94,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7746,240,62500,121875.0,1.95,0.01,23176.0,17308.69,150.76,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7747,30,14406,174456.66,12.11,0.4,1639.0,7690.06,244.59,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7748,60,1820,4204.2,2.31,0.04,3591.0,7733.77,5.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7749,60,888,1687.2,1.9,0.03,119.0,1896.49,2.09,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7750,30,15890,192427.9,12.11,0.4,1807.0,30844.1,238.03,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7751,30,48960,163036.8,3.33,0.11,23677.0,9405.81,228.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7752,30,4800,15984.0,3.33,0.11,3082.0,9405.8,19.77,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7753,30,5009,69925.64,13.96,0.47,467.0,6637.16,86.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7754,60,619,1423.7,2.3,0.04,107.0,1779.74,1.76,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7755,120,6160,152521.6,24.76,0.21,16035.0,161712.87,188.67,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7756,240,1716,3346.2,1.95,0.01,16035.0,161712.87,4.14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7757,30,5277,63904.47,12.11,0.4,1366.0,8507.01,79.05,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7758,60,2599,11955.4,4.6,0.08,120.0,1800.0,14.79,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7759,240,238,440.3,1.85,0.01,76.0,2180.0,0.54,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7760,60,182,2358.72,12.96,0.22,1283.0,12862.56,2.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7761,60,5701,23659.15,4.15,0.07,335.0,2527.41,33.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7762,60,2890,5751.1,1.99,0.03,168.0,4120.69,7.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7763,30,22000,266420.0,12.11,0.4,2435.0,25984.75,329.56,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7764,240,574,1205.4,2.1,0.01,422.0,5384.96,1.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7765,120,12837,317844.12,24.76,0.21,4613.0,3592.8,393.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7766,30,24042,145934.94,6.07,0.2,2006.0,3300.95,204.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7767,60,15795,135521.1,8.58,0.14,2234.0,6582.95,167.64,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7768,30,52127,548376.04,10.52,0.35,6874.0,16177.09,678.34,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7769,30,17310,182101.2,10.52,0.35,2291.0,10542.15,225.26,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7770,30,30685,144219.5,4.7,0.16,5426.0,6506.75,178.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7771,60,3746,32140.68,8.58,0.14,1309.0,12356.0,39.76,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7772,60,378,854.28,2.26,0.04,1309.0,12356.0,1.06,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7773,60,91000,205660.0,2.26,0.04,20226.0,21173.75,254.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7774,30,90986,427634.2,4.7,0.16,22001.0,21173.75,528.98,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7775,240,18597,39053.7,2.1,0.01,7141.0,5496.08,48.31,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7776,30,3820,55657.4,14.57,0.49,3917.0,14547.55,68.85,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7777,240,1500,3150.0,2.1,0.01,575.0,4095.24,3.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7778,60,35000,245000.0,7.0,0.12,12877.0,20666.07,303.06,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7779,30,120000,1262400.0,10.52,0.35,17470.0,20666.07,1561.59,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7780,30,36390,121178.7,3.33,0.11,17455.0,20666.07,149.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7781,60,62168,435176.0,7.0,0.12,22497.0,11941.65,610.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7782,30,30598,396550.08,12.96,0.43,3637.0,22904.02,490.53,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7783,60,10347,134097.12,12.96,0.22,1064.0,4203.0,165.88,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7784,30,36273,381591.96,10.52,0.35,4846.0,13743.46,472.03,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7785,60,15117,124866.42,8.26,0.14,8057.0,10734.13,154.46,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7786,120,20000,420000.0,21.0,0.18,5633.0,17548.42,519.54,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7787,60,4026,29269.02,7.27,0.12,410.0,,36.21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7788,30,96480,321278.4,3.33,0.11,14143.0,100654.61,397.42,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7789,60,7619,53333.0,7.0,0.12,14143.0,100654.61,65.97,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7790,60,1102,14281.92,12.96,0.22,645.0,5213.01,17.67,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7791,30,65615,308390.5,4.7,0.16,11594.0,85414.3,381.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7792,30,36007,119903.31,3.33,0.11,19158.0,106022.37,148.32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7793,30,238,792.54,3.33,0.11,5426.0,20499.33,0.98,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7794,120,378,8232.84,21.78,0.18,5426.0,20499.33,10.18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7795,60,864,6048.0,7.0,0.12,758.0,20499.33,7.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7796,90,312,2277.6,7.3,0.08,758.0,20499.33,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7797,60,2788,31950.48,11.46,0.19,285.0,1883.0,39.52,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7798,60,638,1212.2,1.9,0.03,45.0,747.76,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7799,240,2191,4272.45,1.95,0.01,823.0,3524.0,5.99,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7800,30,9357,31158.81,3.33,0.11,12264.0,5902.4,38.54,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7801,90,98,911.4,9.3,0.1,7.0,4317.96,1.13,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7802,60,3035,22064.45,7.27,0.12,1722.0,5950.17,27.29,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7803,60,67271,470897.0,7.0,0.12,6041.0,10651.44,660.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7804,30,48,225.6,4.7,0.16,29.0,594.4,0.28,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7805,30,4072,13559.76,3.33,0.11,7791.0,90360.12,16.77,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7806,30,6000,24000.0,4.0,0.13,290.0,20225.07,29.69,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7807,60,75000,643500.0,8.58,0.14,22700.0,20225.07,796.01,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7808,30,70000,780500.0,11.15,0.37,21510.0,20225.07,965.48,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7809,60,12000,102960.0,8.58,0.14,1749.0,20225.07,127.36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7810,120,228,4788.0,21.0,0.18,7541.0,27875.36,5.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7811,30,32000,106560.0,3.33,0.11,7482.0,5846.08,131.81,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7812,60,4637,18037.93,3.89,0.06,426.0,1761.5,18.54,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7813,60,80000,184800.0,2.31,0.04,19991.0,10942.88,228.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7814,120,12960,262051.2,20.22,0.17,4395.0,5816.47,324.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7815,30,269030,3309069.0,12.3,0.41,30923.0,34019.61,4093.32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7816,30,130437,1454372.55,11.15,0.37,18633.0,26340.0,1799.06,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7817,30,3859,15590.36,4.04,0.13,242.0,3128.55,19.29,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7818,60,4200,16338.0,3.89,0.06,180.0,1965.57,20.21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7819,90,5687,52889.1,9.3,0.1,2304.0,5989.25,65.42,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7820,60,59674,512002.92,8.58,0.14,6959.0,7150.25,633.35,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7821,30,4837,65396.24,13.52,0.45,1102.0,8406.81,80.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7822,120,40435,817595.7,20.22,0.17,9966.0,49199.75,1011.37,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7823,60,142000,1218360.0,8.58,0.14,38992.0,49199.75,1507.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7824,30,83000,925450.0,11.15,0.37,10998.0,75824.42,1144.78,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7825,30,66054,736502.1,11.15,0.37,17181.0,15814.01,911.05,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7826,60,8600,57878.0,6.73,0.11,770.0,9828.73,71.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7827,30,40000,234800.0,5.87,0.2,7393.0,7083.18,290.45,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7828,60,145400,1247532.0,8.58,0.14,10673.0,15392.43,1543.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7829,60,2085,8340.0,4.0,0.07,699.0,8127.62,10.32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7830,60,15000,32250.0,2.15,0.04,,,39.89,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7831,30,4641,18749.64,4.04,0.13,285.0,1335.15,23.19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7832,60,41076,339287.76,8.26,0.14,5170.0,8406.81,348.79,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7833,60,2100,4746.0,2.26,0.04,5170.0,8406.81,4.88,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7834,90,510,4743.0,9.3,0.1,2045.0,16083.32,4.88,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7835,30,25511,303325.79,11.89,0.4,3041.0,3526.69,375.21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7836,30,137189,1529657.35,11.15,0.37,28696.0,22890.82,1572.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7837,60,43460,162975.0,3.75,0.06,6692.0,6010.2,201.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7838,60,188,374.12,1.99,0.03,552.0,7317.96,0.38,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7839,120,2000,40960.0,20.48,0.17,6528.0,63922.3,42.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7840,240,4000,5720.0,1.43,0.01,2769.0,29216.84,5.88,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
